cell	share_percent	amdahl_ceiling	bucket	dso	symbol
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	down_read_trylock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	mem_cgroup_commit_charge
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	native_flush_tlb_one_user
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	amd_brs_disable_all
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	raw_spin_rq_lock_nested
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	effective_cpu_util
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	amd_pmu_test_overflow_topbit
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__free_one_page
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	error_entry
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	cpuacct_account_field
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	native_apic_mem_eoi
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	delay_halt.part.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	timekeeping_adjust.constprop.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	error_return
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	sysvec_apic_timer_interrupt
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	acct_account_cputime
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	update_sg_lb_stats
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	get_mem_cgroup_from_mm
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	update_rt_rq_load_avg
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	folio_add_lru
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	free_iova_fast
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	release_pages
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__lruvec_stat_mod_folio
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	psi_task_switch
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rb_next
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	get_next_freq.constprop.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	handle_softirqs
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__alloc_pages
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__irqentry_text_end
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	set_ptes.isra.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	policy_nodemask
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irqentry_enter
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	handle_pte_fault
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rmqueue
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	vma_alloc_folio
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	mem_cgroup_handle_over_high
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	native_queued_spin_lock_slowpath
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	cpu_util_cfs_boost
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	tick_nohz_get_idle_calls_cpu
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	_raw_spin_lock_irqsave
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	calc_global_load_tick
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	ntp_tick_length
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	_raw_spin_unlock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	get_pfnblock_flags_mask
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	nohz_balancer_kick
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_core_si
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	timerqueue_del
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	amd_clear_divider
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	lru_gen_del_folio.constprop.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	cpuacct_charge
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	sugov_get_util
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	delayed_work_timer_fn
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	psi_group_change
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	ntp_get_next_leap
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	raw_notifier_call_chain
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	fq_ring_free_locked
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	load_balance
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	free_unref_page_prepare
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	iommu_completion_wait.isra.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	page_counter_cancel
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__remove_hrtimer
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	generic_perform_write
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__next_zones_zonelist
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	llist_add_batch
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rmqueue_bulk
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	pte_offset_map_nolock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__irq_exit_rcu
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	nft_match_large_eval
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	drain_stock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	mlock_future_ok
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	kick_ilb
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	ext4_da_write_begin
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irq_exit_rcu
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__block_commit_write
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	llist_reverse_order
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__filemap_get_folio
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	tick_program_event
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__x86_indirect_thunk_rax
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__es_insert_extent
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__get_user_8
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_core
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	_find_next_bit
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	default_send_IPI_single_phys
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	lru_gen_add_folio
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	update_curr_se
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	get_vma_policy
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	cgroup_rstat_updated
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	_raw_spin_lock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	lru_add_fn
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rep_movs_alternative
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	alloc_pages_mpol
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	should_fail_alloc_page
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	lock_vma_under_rcu
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	pud_val
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	copy_page
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__pte_offset_map
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	srso_return_thunk
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	folio_add_new_anon_rmap
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	get_page_from_freelist
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irqentry_exit_to_user_mode
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	perf_event_exec
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	finish_task_switch.isra.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	srso_safe_ret
